"Destination English Name","Country","State/Provence","Nearest City","Destination Official Name"
"Chukha","Bhutan","","Chukha","Chukha"
"Dagana","Bhutan","","Dagana","Dagana"
"Gasa","Bhutan","","Gasa","Gasa"
"Haa","Bhutan","","Haa","Haa"
"Lhuntse","Bhutan","","Lhuntse","Lhuntse"
"Santa Cruz","Bolivia","","Santa Cruz","Santa Cruz"
"LA PAZ","Bolivia","","LA PAZ","LA PAZ"
"El Alto","Bolivia","","El Alto","El Alto"
"Cochabamba","Bolivia","","Cochabamba","Cochabamba"
"Oruro","Bolivia","","Oruro","Oruro"
"Sucre","Bolivia","","Sucre","SUCRE"
"Tarija","Bolivia","","Tarija","Tarija"
"Potosí","Bolivia","","Potosí","Potosí"
"Anillo","Bolivia","","Anillo","Anillo"
"Aroma","Bolivia","","Aroma","Aroma"
"Bermejo","Bolivia","","Bermejo","Bermejo"
"Caracasa","Bolivia","","Caracasa","Caracasa"
"Cobija","Bolivia","","Cobija","Cobija"
"Cotoca","Bolivia","","Cotoca","Cotoca"
"Cruz","Bolivia","","Cruz","Cruz"
"Guayaramerin","Bolivia","","Guayaramerin","Guayaramerin"
"Riberalta","Bolivia","","Riberalta","Riberalta"
"Trinidad","Bolivia","","Trinidad","Trinidad"
"Guayaramerín","Bolivia","","Guayaramerín","Guayaramerín"
"Provincia Cercado","Bolivia","","Provincia Cercado","Provincia Cercado"
"Provincia General José Ballivián","Bolivia","","Provincia General José Ballivián","Provincia General José Ballivián"
"Provincia Iténez","Bolivia","","Provincia Iténez","Provincia Iténez"
"Provincia Mamoré","Bolivia","","Provincia Mamoré","Provincia Mamoré"
"Provincia Marbán","Bolivia","","Provincia Marbán","Provincia Marbán"
"Provincia Moxos","Bolivia","","Provincia Moxos","Provincia Moxos"
"Provincia Vaca Diez","Bolivia","","Provincia Vaca Diez","Provincia Vaca Diez"
"Provincia Yacuma","Bolivia","","Provincia Yacuma","Provincia Yacuma"
"SARAJEVO","Bosnia and Herzegovina","","SARAJEVO","SARAJEVO"
"Banja Luka","Bosnia and Herzegovina","","Banja Luka","Banja Luka"
"Zenica","Bosnia and Herzegovina","","Zenica","Zenica"
"Tuzla","Bosnia and Herzegovina","","Tuzla","Tuzla"
"Mostar","Bosnia and Herzegovina","","Mostar","Mostar"
"Prijedor","Bosnia and Herzegovina","","Prijedor","Prijedor"
"Doboj","Bosnia and Herzegovina","","Doboj","Doboj"
"Banja","Bosnia and Herzegovina","","Banja","Banja"
"Bijeljina","Bosnia and Herzegovina","","Bijeljina","Bijeljina"
"Bosanska Dubica","Bosnia and Herzegovina","","Bosanska Dubica","Bosanska Dubica"
"Bosanska Krupa","Bosnia and Herzegovina","","Bosanska Krupa","Bosanska Krupa"
"GABORONE","Botswana","","GABORONE","GABORONE"
"Francistown","Botswana","","Francistown","Francistown"
"Orapa","Botswana","","Orapa","Orapa"
"Serowe","Botswana","","Serowe","Serowe"
"Village","Botswana","","Village","Village"
"Gobojango","Botswana","","Gobojango","Gobojango"
"Gweta","Botswana","","Gweta","Gweta"
"Kalamare","Botswana","","Kalamare","Kalamare"
"Letlhakane","Botswana","","Letlhakane","Letlhakane"
"Letsheng","Botswana","","Letsheng","Letsheng"
"Maapi","Botswana","","Maapi","Maapi"
"Machaneng","Botswana","","Machaneng","Machaneng"
"Mahalapye","Botswana","","Mahalapye","Mahalapye"
"Makobeng","Botswana","","Makobeng","Makobeng"
"Makwata","Botswana","","Makwata","Makwata"
"Mathakola","Botswana","","Mathakola","Mathakola"
"Mathambgwane","Botswana","","Mathambgwane","Mathambgwane"
"Mathathane","Botswana","","Mathathane","Mathathane"
"Maunatlala","Botswana","","Maunatlala","Maunatlala"
"Mogapi","Botswana","","Mogapi","Mogapi"
"Moijabana","Botswana","","Moijabana","Moijabana"
"Mookane","Botswana","","Mookane","Mookane"
"Mopipi","Botswana","","Mopipi","Mopipi"
"Mosetse","Botswana","","Mosetse","Mosetse"
"Nata","Botswana","","Nata","Nata"
"Palapye","Botswana","","Palapye","Palapye"
"Bouvet Island","Bouvet Island","","Bouvet Island","Bouvet Island"
"Rio de Janeiro","Brazil","Rio de Janeiro","Rio de Janeiro","Rio de Janeiro"
"Sao Paulo","Brazil","Sao Paulo","Sao Paulo","Sao Paulo"
"Iguazu Falls","Brazil","Parana","Foz do Iguacu","Iguazu Falls"
"Salvador","Brazil","Bahia","Salvador","Salvador"
"Amazon Rainforest","Brazil","Amazonas","Manaus","Amazon Rainforest"
"Florianopolis","Brazil","Santa Catarina","Florianopolis","Florianopolis"
"Brasilia","Brazil","Federal District","Brasilia","Brasilia"
"Manaus","Brazil","","Manaus","Manaus"
"Curitiba","Brazil","","Curitiba","Curitiba"
"Recife","Brazil","","Recife","Recife"
"Belo Horizonte","Brazil","","Belo Horizonte","Belo Horizonte"
"Porto Alegre","Brazil","","Porto Alegre","Porto Alegre"
"Goiânia","Brazil","","Goiânia","Goiânia"
"Sao Luís","Brazil","","Sao Luís","Sao Luís"
"Campinas","Brazil","","Campinas","Campinas"
"Maceió","Brazil","","Maceió","Maceió"
"Fortaleza","Brazil","","Fortaleza","Fortaleza"
"Natal","Brazil","","Natal","Natal"
"Nova Iguaçu","Brazil","","Nova Iguaçu","Nova Iguaçu"
"Guarulhos","Brazil","","Guarulhos","Guarulhos"
"Campo Grande","Brazil","","Campo Grande","Campo Grande"
"Teresina","Brazil","","Teresina","Teresina"
"Sao Bernardo do Campo","Brazil","","Sao Bernardo do Campo","Sao Bernardo do Campo"
"Joao Pessoa","Brazil","","Joao Pessoa","Joao Pessoa"
"Osasco","Brazil","","Osasco","Osasco"
"Ribeirao Prêto","Brazil","","Ribeirao Prêto","Ribeirao Prêto"
"Uberlândia","Brazil","","Uberlândia","Uberlândia"
"Sorocaba","Brazil","","Sorocaba","Sorocaba"
"Aracaju","Brazil","","Aracaju","Aracaju"
"Santo André","Brazil","","Santo André","Santo André"
"Sao José dos Campos","Brazil","","Sao José dos Campos","Sao José dos Campos"
"Feira de Santana","Brazil","","Feira de Santana","Feira de Santana"
"Juiz de Fora","Brazil","","Juiz de Fora","Juiz de Fora"
"Niterói","Brazil","","Niterói","Niterói"
"Joinville","Brazil","","Joinville","Joinville"
"Londrina","Brazil","","Londrina","Londrina"
"Ananindeua","Brazil","","Ananindeua","Ananindeua"
"Belford Roxo","Brazil","","Belford Roxo","Belford Roxo"
"Santos","Brazil","","Santos","Santos"
"Mauá","Brazil","","Mauá","Mauá"
"Caxias do Sul","Brazil","","Caxias do Sul","Caxias do Sul"
"Diadema","Brazil","","Diadema","Diadema"
"Contagem","Brazil","","Contagem","Contagem"
"Betim","Brazil","","Betim","Betim"
"Sao José do Rio Prêto","Brazil","","Sao José do Rio Prêto","Sao José do Rio Prêto"
"Olinda","Brazil","","Olinda","Olinda"
"Macapá","Brazil","","Macapá","Macapá"
"Porto Velho","Brazil","","Porto Velho","Porto Velho"
"Campos dos Goytacazes","Brazil","","Campos dos Goytacazes","Campos dos Goytacazes"
"Campina Grande","Brazil","","Campina Grande","Campina Grande"
"Jundiaí","Brazil","","Jundiaí","Jundiaí"
"Maringá","Brazil","","Maringá","Maringá"
"Duque de Caxias","Brazil","","Duque de Caxias","Duque de Caxias"
"Montes Claros","Brazil","","Montes Claros","Montes Claros"
"Sao Gonçalo","Brazil","","Sao Gonçalo","Sao Gonçalo"
"Bauru","Brazil","","Bauru","Bauru"
"Jaboatao dos Guarapes","Brazil","","Jaboatao dos Guarapes","Jaboatao dos Guarapes"
"Sao Vicente","Brazil","","Sao Vicente","Sao Vicente"
"Anápolis","Brazil","","Anápolis","Anápolis"
"Canoas","Brazil","","Canoas","Canoas"
"Itaquaquecetuba","Brazil","","Itaquaquecetuba","Itaquaquecetuba"
"Franca","Brazil","","Franca","Franca"
"Rio Branco","Brazil","","Rio Branco","Rio Branco"
"Pelotas","Brazil","","Pelotas","Pelotas"
"Ponta Grossa","Brazil","","Ponta Grossa","Ponta Grossa"
"Paulista","Brazil","","Paulista","Paulista"
"Piracicaba","Brazil","","Piracicaba","Piracicaba"
"Uberaba","Brazil","","Uberaba","Uberaba"
"Caruaru","Brazil","","Caruaru","Caruaru"
"Boa Vista","Brazil","","Boa Vista","Boa Vista"
"Limeira","Brazil","","Limeira","Limeira"
"Cascavel","Brazil","","Cascavel","Cascavel"
"Vitória da Conquista","Brazil","","Vitória da Conquista","Vitória da Conquista"
"Volta Redonda","Brazil","","Volta Redonda","Volta Redonda"
"Foz do Iguaçu","Brazil","","Foz do Iguaçu","Foz do Iguaçu"
"Florianópolis","Brazil","","Florianópolis","Florianópolis"
"Blumenou","Brazil","","Blumenou","Blumenou"
"Santa Maria","Brazil","","Santa Maria","Santa Maria"
"Governador Valadares","Brazil","","Governador Valadares","Governador Valadares"
"Taboao da Serra","Brazil","","Taboao da Serra","Taboao da Serra"
"Embu","Brazil","","Embu","Embu"
"Juàzeiro do Norte","Brazil","","Juàzeiro do Norte","Juàzeiro do Norte"
"Mossoró","Brazil","","Mossoró","Mossoró"
"Nôvo Hamburgo","Brazil","","Nôvo Hamburgo","Nôvo Hamburgo"
"Imperatriz","Brazil","","Imperatriz","Imperatriz"
"Sao Joao de Meriti","Brazil","","Sao Joao de Meriti","Sao Joao de Meriti"
"Taubaté","Brazil","","Taubaté","Taubaté"
"Carapicuíba","Brazil","","Carapicuíba","Carapicuíba"
"Gravatai","Brazil","","Gravatai","Gravatai"
"Cuiabá","Brazil","","Cuiabá","Cuiabá"
"Petrolina","Brazil","","Petrolina","Petrolina"
"Palmas","Brazil","","Palmas","Palmas"
"Sao Leopoldo","Brazil","","Sao Leopoldo","Sao Leopoldo"
"Vitória","Brazil","","Vitória","Vitória"
"Americana","Brazil","","Americana","Americana"
"Sete Lagoas","Brazil","","Sete Lagoas","Sete Lagoas"
"Santarém","Brazil","","Santarém","Santarém"
"Colombo","Brazil","","Colombo","Colombo"
"Parnamirim","Brazil","","Parnamirim","Parnamirim"
"Divinópolis","Brazil","","Divinópolis","Divinópolis"
"Praia Grande","Brazil","","Praia Grande","Praia Grande"
"Itapevi","Brazil","","Itapevi","Itapevi"
"Sao José dos Pinhais","Brazil","","Sao José dos Pinhais","Sao José dos Pinhais"
"Presidente Prudente","Brazil","","Presidente Prudente","Presidente Prudente"
"Itabuna","Brazil","","Itabuna","Itabuna"
"Indaiatuba","Brazil","","Indaiatuba","Indaiatuba"
"Marília","Brazil","","Marília","Marília"
"Macae","Brazil","","Macae","Macae"
"Hortolandia","Brazil","","Hortolandia","Hortolandia"
"Jacareí","Brazil","","Jacareí","Jacareí"
"Maraba","Brazil","","Maraba","Maraba"
"Petrópolis","Brazil","","Petrópolis","Petrópolis"
"Varzea Grande","Brazil","","Varzea Grande","Varzea Grande"
"Arapiraca","Brazil","","Arapiraca","Arapiraca"
"Passo Fundo","Brazil","","Passo Fundo","Passo Fundo"
"Rio Claro","Brazil","","Rio Claro","Rio Claro"
"Santa Bárbara D'Oeste","Brazil","","Santa Bárbara D'Oeste","Santa Bárbara D'Oeste"
"Pantanal","Brazil","Mato Grosso do Sul","Corumba","Pantanal"
"Lençóis Maranhenses National Park","Brazil","Maranhao","Barreirinhas","Lençóis Maranhenses National Park"
"Chapada Diamantina National Park","Brazil","Bahia","Lencois","Chapada Diamantina National Park"
"Fernando de Noronha","Brazil","Pernambuco","Fernando de Noronha","Fernando de Noronha"
"Chapada dos Veadeiros National Park","Brazil","Goias","Alto Paraiso de Goias","Chapada dos Veadeiros National Park"
"Ibitipoca State Park","Brazil","Minas Gerais","Lima Duarte","Ibitipoca State Park"
"Jericoacoara National Park","Brazil","Ceara","Jijoca de Jericoacoara","Jericoacoara National Park"
"Carcasse","British Indian Ocean Territory","","Carcasse","Carcasse"
"Road Town","British Virgin Islands","","Road Town","Road Town"
"BANDAR SERI BEGAWAN","Brunei","","BANDAR SERI BEGAWAN","BANDAR SERI BEGAWAN"
"Bangar","Brunei","","Bangar","Bangar"
"Kampong Jerudong","Brunei","","Kampong Jerudong","Kampong Jerudong"
"Kuala Belait","Brunei","","Kuala Belait","Kuala Belait"
"Panaga","Brunei","","Panaga","Panaga"
"Seria","Brunei","","Seria","Seria"
"Tutong","Brunei","","Tutong","Tutong"
"Berakas A","Brunei","","Berakas A","Berakas A"
"Kapok","Brunei","","Kapok","Kapok"
"Mentiri","Brunei","","Mentiri","Mentiri"
"Serasa","Brunei","","Serasa","Serasa"
"Stratospheric Observatory for Infrared Astronomy","Bulgaria","","Stratospheric Observatory for Infrared Astronomy","SOFIA"
"Plovdiv","Bulgaria","","Plovdiv","Plovdiv"
"Varna","Bulgaria","","Varna","Varna"
"Burgas","Bulgaria","","Burgas","Burgas"
"Ruse","Bulgaria","","Ruse","Ruse"
"Stara Zagora","Bulgaria","","Stara Zagora","Stara Zagora"
"Pleven","Bulgaria","","Pleven","Pleven"
"Akhtopol","Bulgaria","","Akhtopol","Akhtopol"
"Aksakovo","Bulgaria","","Aksakovo","Aksakovo"
"Aleksandriya","Bulgaria","","Aleksandriya","Aleksandriya"
"Alfatar","Bulgaria","","Alfatar","Alfatar"
"Anton","Bulgaria","","Anton","Anton"
"Antonovo","Bulgaria","","Antonovo","Antonovo"
"Ardino","Bulgaria","","Ardino","Ardino"
"Asenovgrad","Bulgaria","","Asenovgrad","Asenovgrad"
"Aytos","Bulgaria","","Aytos","Aytos"
"Babovo","Bulgaria","","Babovo","Babovo"
"Baltchik","Bulgaria","","Baltchik","Baltchik"
"Banite","Bulgaria","","Banite","Banite"
"Bankya","Bulgaria","","Bankya","Bankya"
"Bansko","Bulgaria","","Bansko","Bansko"
"Barutin","Bulgaria","","Barutin","Barutin"
"Batak","Bulgaria","","Batak","Batak"
"Belene","Bulgaria","","Belene","Belene"
"Belogradchik","Bulgaria","","Belogradchik","Belogradchik"
"Beloslav","Bulgaria","","Beloslav","Beloslav"
"OUAGADOUGOU","Burkina Faso","","OUAGADOUGOU","OUAGADOUGOU"
"Bobo Dioulasso","Burkina Faso","","Bobo Dioulasso","Bobo Dioulasso"
"Koudougou","Burkina Faso","","Koudougou","Koudougou"
"Banfora","Burkina Faso","","Banfora","Banfora"
"Ouahigouya","Burkina Faso","","Ouahigouya","Ouahigouya"
"Pouytenga","Burkina Faso","","Pouytenga","Pouytenga"
"Kaya","Burkina Faso","","Kaya","Kaya"
"Tenkodogo","Burkina Faso","","Tenkodogo","Tenkodogo"
"Fada N'gourma","Burkina Faso","","Fada N'gourma","Fada N'gourma"
"Dédougou","Burkina Faso","","Dédougou","Dédougou"
"Dori","Burkina Faso","","Dori","Dori"
"Solenzo","Burkina Faso","","Solenzo","Solenzo"
"Gorom-Gorom","Burkina Faso","","Gorom-Gorom","Gorom-Gorom"
"Bale","Burkina Faso","","Bale","Bale"
"Bam","Burkina Faso","","Bam","Bam"
"Banwa","Burkina Faso","","Banwa","Banwa"
"Bazega","Burkina Faso","","Bazega","Bazega"
"Bougouriba","Burkina Faso","","Bougouriba","Bougouriba"
"BUJUMBURA","Burundi","","BUJUMBURA","BUJUMBURA"
"Bubanza","Burundi","","Bubanza","Bubanza"
"Bujumbura Mairie","Burundi","","Bujumbura Mairie","Bujumbura Mairie"
"Bujumbura Rural","Burundi","","Bujumbura Rural","Bujumbura Rural"
"Bururi","Burundi","","Bururi","Bururi"
"Cankuzo","Burundi","","Cankuzo","Cankuzo"
"Cibitoke","Burundi","","Cibitoke","Cibitoke"
"Gitega","Burundi","","Gitega","Gitega"
"Karuzi","Burundi","","Karuzi","Karuzi"
"Kayanza","Burundi","","Kayanza","Kayanza"
"Kirundo","Burundi","","Kirundo","Kirundo"
"Makamba","Burundi","","Makamba","Makamba"
"Moung Roessei","Cambodia","","Moung Roessei","Moung Roessei"
"Phnom Penh","Cambodia","","Phnom Penh","Phnom Penh"
"Phumi Chhuk","Cambodia","","Phumi Chhuk","Phumi Chhuk"
"Phumi Preah Haoh","Cambodia","","Phumi Preah Haoh","Phumi Preah Haoh"
"Phumi Prei","Cambodia","","Phumi Prei","Phumi Prei"
"Phumi Prek Mrinh","Cambodia","","Phumi Prek Mrinh","Phumi Prek Mrinh"
"Phumi Siem Reab","Cambodia","","Phumi Siem Reab","Phumi Siem Reab"
"Phumi Thmei","Cambodia","","Phumi Thmei","Phumi Thmei"
"Phumi Thnal","Cambodia","","Phumi Thnal","Phumi Thnal"
"Phumi Vott Phnum","Cambodia","","Phumi Vott Phnum","Phumi Vott Phnum"
"Sihanoukville","Cambodia","","Sihanoukville","Sihanoukville"
"Tuol Kok","Cambodia","","Tuol Kok","Tuol Kok"
"Vott Kampong Svay","Cambodia","","Vott Kampong Svay","Vott Kampong Svay"
"Mongkol Borei","Cambodia","","Mongkol Borei","Mongkol Borei"
"Paoy Paet","Cambodia","","Paoy Paet","Paoy Paet"
"Sisophon","Cambodia","","Sisophon","Sisophon"
"Srŏk Malai","Cambodia","","Srŏk Malai","Srŏk Malai"
"Srŏk Svay Chék","Cambodia","","Srŏk Svay Chék","Srŏk Svay Chék"
"Battambang","Cambodia","","Battambang","Battambang"
"Srŏk Âk Phnŭm","Cambodia","","Srŏk Âk Phnŭm","Srŏk Âk Phnŭm"
"Srŏk Banăn","Cambodia","","Srŏk Banăn","Srŏk Banăn"
"Srŏk Bâvĭl","Cambodia","","Srŏk Bâvĭl","Srŏk Bâvĭl"
"Douala","Cameroon","","Douala","Douala"
"Yaoundé","Cameroon","","Yaoundé","YAOUNDE"
"Bamenda","Cameroon","","Bamenda","Bamenda"
"Bafoussam","Cameroon","","Bafoussam","Bafoussam"
"Garoua","Cameroon","","Garoua","Garoua"
"Maroua","Cameroon","","Maroua","Maroua"
"Ngaoundéré","Cameroon","","Ngaoundéré","Ngaoundéré"
"Kumba","Cameroon","","Kumba","Kumba"
"Nkongsamba","Cameroon","","Nkongsamba","Nkongsamba"
"Kousséri","Cameroon","","Kousséri","Kousséri"
"Bertoua","Cameroon","","Bertoua","Bertoua"
"Edéa","Cameroon","","Edéa","Edéa"
"Bafia","Cameroon","","Bafia","Bafia"
"Buea","Cameroon","","Buea","Buea"
"Kribi","Cameroon","","Kribi","Kribi"
"Ringo","Cameroon","","Ringo","Ringo"
"Tibati","Cameroon","","Tibati","Tibati"
"Bankim","Cameroon","","Bankim","Bankim"
"Banyo","Cameroon","","Banyo","Banyo"
"Bélel","Cameroon","","Bélel","Bélel"
"Djohong","Cameroon","","Djohong","Djohong"
"Kontcha","Cameroon","","Kontcha","Kontcha"
"Mayo-Banyo","Cameroon","","Mayo-Banyo","Mayo-Banyo"
"Meïganga","Cameroon","","Meïganga","Meïganga"
"Somié","Cameroon","","Somié","Somié"
"Tignère","Cameroon","","Tignère","Tignère"
"Vina","Cameroon","","Vina","Vina"
"Toronto","Canada","Ontario","Toronto","Toronto"
"Vancouver","Canada","British Columbia","Vancouver","Vancouver"
"Montreal","Canada","Quebec","Montreal","Montreal"
"Banff National Park","Canada","Alberta","Banff","Banff National Park"
"Quebec City","Canada","Quebec","Quebec City","Quebec City"
"Niagara Falls","Canada","Ontario","Niagara Falls","Niagara Falls"
"Whistler","Canada","British Columbia","Whistler","Whistler"
"Montréal","Canada","","Montréal","Montréal"
"Ottawa - Gatineau","Canada","","Ottawa - Gatineau","Ottawa - Gatineau"
"Calgary","Canada","","Calgary","Calgary"
"OTTAWA","Canada","","OTTAWA","OTTAWA"
"Edmonton","Canada","","Edmonton","Edmonton"
"Mississauga","Canada","","Mississauga","Mississauga"
"Winnipeg","Canada","","Winnipeg","Winnipeg"
"Brampton","Canada","","Brampton","Brampton"
"Hamilton","Canada","","Hamilton","Hamilton"
"Québec","Canada","","Québec","Québec"
"Surrey","Canada","","Surrey","Surrey"
"St Catharines-Niagara","Canada","","St Catharines-Niagara","St Catharines-Niagara"
"Laval","Canada","","Laval","Laval"
"Halifax","Canada","","Halifax","Halifax"
"London","Canada","","London","London"
"Oshawa","Canada","","Oshawa","Oshawa"
"Victoria","Canada","","Victoria","Victoria"
"Markham","Canada","","Markham","Markham"
"Vaughan","Canada","","Vaughan","Vaughan"
"Gatineau","Canada","","Gatineau","Gatineau"
"Longueuil","Canada","","Longueuil","Longueuil"
"Burnaby","Canada","","Burnaby","Burnaby"
"Saskatoon","Canada","","Saskatoon","Saskatoon"
"Kitchener-Cambridge-Waterloo","Canada","","Kitchener-Cambridge-Waterloo","Kitchener-Cambridge-Waterloo"
"Windsor","Canada","","Windsor","Windsor"
"Regina","Canada","","Regina","Regina"
"St. John's","Canada","","St. John's","St. John's"
"Barrie","Canada","","Barrie","Barrie"
"Richmond","Canada","","Richmond","Richmond"
"Richmond Hill","Canada","","Richmond Hill","Richmond Hill"
"Oakville","Canada","","Oakville","Oakville"
"Kelowna","Canada","","Kelowna","Kelowna"
"Burlington","Canada","","Burlington","Burlington"
"Abbotsford-Mission","Canada","","Abbotsford-Mission","Abbotsford-Mission"
"Kingston","Canada","","Kingston","Kingston"
"Greater Sudbury / Grand Sudbury","Canada","","Greater Sudbury / Grand Sudbury","Greater Sudbury / Grand Sudbury"
"Sherbrooke","Canada","","Sherbrooke","Sherbrooke"
"Saguenay","Canada","","Saguenay","Saguenay"
"Trois-Rivières","Canada","","Trois-Rivières","Trois-Rivières"
"Brantford","Canada","","Brantford","Brantford"
"Guelph","Canada","","Guelph","Guelph"
"Moncton","Canada","","Moncton","Moncton"
"Lévis V","Canada","","Lévis V","Lévis V"
"Saint John","Canada","","Saint John","Saint John"
"Thunder Bay","Canada","","Thunder Bay","Thunder Bay"
"Peterborough","Canada","","Peterborough","Peterborough"
"Cambridge","Canada","","Cambridge","Cambridge"
"Coquitlam","Canada","","Coquitlam","Coquitlam"
"Whitby","Canada","","Whitby","Whitby"
"Saanich","Canada","","Saanich","Saanich"
"Chatham-Kent","Canada","","Chatham-Kent","Chatham-Kent"
"Cape Breton","Canada","","Cape Breton","Cape Breton"
"100 Mile House","Canada","","100 Mile House","100 Mile House"
"Abbey","Canada","","Abbey","Abbey"
"Abbotsford","Canada","","Abbotsford","Abbotsford"
"Acadia Valley","Canada","","Acadia Valley","Acadia Valley"
"Acme","Canada","","Acme","Acme"
"Acton","Canada","","Acton","Acton"
"Acton Vale","Canada","","Acton Vale","Acton Vale"
"Agassiz","Canada","","Agassiz","Agassiz"
"Agincourt","Canada","","Agincourt","Agincourt"
"Ailsa Craig","Canada","","Ailsa Craig","Ailsa Craig"
"Airdrie","Canada","","Airdrie","Airdrie"
"Ajax","Canada","","Ajax","Ajax"
"Aklavik","Canada","","Aklavik","Aklavik"
